objectid,evidencnecislovrtupomocne,evidencnecislovrtu,povodneevidencnecislo,mapa,povodie,hydrorajon,lokalita,prevadzajucaorganizacia,suradnicax,suradnicay,suradnicazteren,suradnicazpazenie,hlbkavrtu,typvrtu,typvrtupopis,archivnecislospravy,archivnecisloretazec,utajeniespravydo,spracovaldatum,poznamka,pdf
505,L-33-12-B-b/15,15,S-2,L-33-12-B-b,Dunaj,74 Q,Kolárovo,,1312261,510502,110,,33.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,20840,,,-72662400000,,12Bb15.pdf
531,L-33-12-B-c/5,5,S-3,L-33-12-B-c,Dunaj,74 Q,Okoč - Molnárov dvor,309/61,1313353,519710.59,108.78,109.28,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9222,,,81475200000,,12Bc5.pdf
579,L-33-12-B-c/53,53,HGG-1,L-33-12-B-c,Dunaj,74 Q,Gögh - kert,,1312768.68,519794.88,110.44,111.62,28,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",65601,,,588470400000,,12Bc53.pdf
594,L-33-12-B-d/3,3,SB-3,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Farský Dvor,57/62,1313726,513274.31,108.75,109.15,29,12,zavlažovací vrt,10653,,,84067200000,10653-54,12Bd3.pdf
595,L-33-12-B-d/4,4,SB-4,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Farský dvor,57/62,1314266,512833.41,108.5,109,29,12,zavlažovací vrt,10653,,,84067200000,10653-54,12Bd4.pdf
596,L-33-12-B-d/5,5,SB-5,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Farský Dvor,57/62,1314375,513207.09,108.5,108.7,29,12,zavlažovací vrt,10653,,,84067200000,10653-54,12Bd5.pdf
599,L-33-12-B-d/8,8,K-2,L-33-12-B-d,Dunaj,74 Q,Kolárovo,76/65,1312386,510111.91,108.5,,43,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15403,,,84240000000,,12Bd8.pdf
600,L-33-12-B-d/9,9,S III/4,L-33-12-B-d,Dunaj,74 Q,Kolárovo - samoty,0228-230/59,1313777,515512.69,109.195,109.695,166,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,4916,,,76118400000,,12Bd9.pdf
601,L-33-12-B-d/10,10,HVS-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Sladký Dvor,1955/65,1314549,512012.91,108.24,108.74,80,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15631,,,86832000000,,12Bd10.pdf
602,L-33-12-B-d/11,11,S-1,L-33-12-B-d,Dunaj,74 Q,Bodzianske Lúky,246/62,1314610,516221.81,109.2,109.6,30.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,10198,,,86832000000,,12Bd11.pdf
603,L-33-12-B-d/12,12,S-2,L-33-12-B-d,Dunaj,74 Q,Bodzianske Lúky,246/62,1314857,515737.31,109.2,109.6,26.2,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,10198,,,86832000000,,12Bd12.pdf
606,L-33-12-B-d/15,15,vŕtaná studňa č.1,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Kráľka,27/63,1315059,514639.09,109,,18.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11719,,,87004800000,,12Bd15.pdf
607,L-33-12-B-d/16,16,vŕtaná studňa č.2,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Sladký Dvor,28-63,1313911,513321.91,108.5,,21,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11721,,,87004800000,,12Bd16.pdf
611,L-33-12-B-d/20,20,S-2,L-33-12-B-d,Dunaj,74 Q,Bodzianske Lúky,573/62,1314216,516103.31,108.5,,28,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11491,,,86918400000,,12Bd20.pdf
612,L-33-12-B-d/21,21,K-3,L-33-12-B-d,Dunaj,74 Q,Kolárovo,228/65,1313236,511751.5,109,,36,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15394,,,87091200000,,12Bd21.pdf
615,L-33-12-B-d/24,24,Bl-1,L-33-12-B-d,Dunaj,74 Q,Bodza - Lúky,448,1314781,516068.19,109.2,109.52,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,17223,,,87004800000,,12Bd24.pdf
616,L-33-12-B-d/25,25,K-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo,75/65,1313288,511317.69,109,,31,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15792,,,87091200000,,12Bd25.pdf
620,L-33-12-B-d/30,30,H-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Cigánsky jarok,,1313304,510562.5,108.1,108.7,9.8,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,31003,,,159062400000,,12Bd30.pdf
621,L-33-12-B-d/31,31,HK-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo,66/74,1313497,511370,108,108.5,12,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",34715,,,214444800000,,12Bd31.pdf
622,L-33-12-B-d/32,32,HGČ-2,L-33-12-B-d,Dunaj,74 Q,Čalovo - Madaretský majer,3185/77,1312775,518344.69,109.5,,60,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,40494,,,276825600000,,12Bd32.pdf
623,L-33-12-B-d/33,33,HGŠK-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo,,1312247,511216.19,108.52,108.92,56,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",42436,,,287193600000,,12Bd33.pdf
624,L-33-12-B-d/34,34,HKJ-2,L-33-12-B-d,Dunaj,74 Q,Kolárovo,62/81,1313068,511577.19,108.5,,25,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53020,,,410400000000,,12Bd34.pdf
625,L-33-12-B-d/35,35,HgLP-1,L-33-12-B-d,Dunaj,74 Q,Komárno,,1314391,515753.81,108.5,,140,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,54992,,,427075200000,,12Bd35.pdf
626,L-33-12-B-d/36,36,HST-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo,,1312872,511175.5,108,,17,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,61217,,,524448000000,,12Bd36.pdf
627,L-33-12-B-d/37,37,NHB-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Sladký Dvor,,1314078,512949.09,109,,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,64073,,,582854400000,,12Bd37.pdf
629,L-33-12-B-d/39,39,MP-1,L-33-12-B-d,Dunaj,74 Q,Madarét,Hydrocunsult Bratislava,1312903,518430.37,110.16,111.11,20,4,monitorovací vrt,68755,,,635385600000,,12Bd39.pdf
630,L-33-12-B-d/40,40,HD-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo - Hlavný dvor,Agrochem. p. Chotín,1312854,511452.81,108,,250,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,70701,,,671155200000,,12Bd40.pdf
632,L-33-12-B-d/42,42,HGD-1,L-33-12-B-d,Dunaj,74 Q,Kolárovo,,1312730,511443.81,108,,51,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76454,,,698976000000,,12Bd42.pdf
635,L-33-12-B-d/45,45,e.č. 2637,L-33-12-B-d,Dunaj,74 Q,"Sokolce, Maderétsky Majer",,1315206.62,518205.63,108.85,109.63,10.1,4,monitorovací vrt,84519,,,1109289600000,,12Bd45.pdf
638,L-33-12-B-d/48,48,615,L-33-12-B-d,Dunaj,74 Q,Kolárovo,,1313437.97,515045.13,108.88,,8.5,11,pozorovací vrt SHMÚ,89948,,,1347494400000,,12Bd48.pdf
639,L-33-12-B-d/49,49,616,L-33-12-B-d,Dunaj,74 Q,Bodzianske Lúky,,1314365.98,517926.67,109.64,,9.5,11,pozorovací vrt SHMÚ,89948,,,1347494400000,,12Bd49.pdf
799,L-34-1-A-a/10,10,N-1,L-34-1-A-a,Nitra,74 Q,Nesvady,127/66,1312320,501222,110.8,111.4,47,0,,17842,,,81993600000,,1Aa10.pdf
820,L-34-1-A-a/31,31,Mp-25,L-34-1-A-a,Nitra,74 Q,Nesvady,HYCO Bratislava,1312459.47,506424.13,109.25,109.03,6.2,4,monitorovací vrt,73299,,,682300800000,,1Aa31.pdf
822,L-34-1-A-a/33,33,1537,L-34-1-A-a,Váh,74 Q,Kolárovo,571-240-1960,1312448.7,508000.2,109.49,,18,13,vrt pre vodné dielo,8683,,,105926400000,,1Aa33.pdf
823,L-34-1-A-a/34,34,č.249,L-34-1-A-a,Nitra,74 Q,Nesvady,,1312501.93,505520.74,105.09,,8.8,4,monitorovací vrt,82168,,,936316800000,,1Aa34.pdf
828,L-34-1-A-a/39,39,GN-1,L-34-1-A-a,Nitra,74 Q,Nesvady,,1312507.47,501523.67,109.87,110.96,1505,8,"štruktúrny vrt s termálnou, minerálnou vodou (nad 200 m) s artézskym prelivom",89105,,,1295308800000,,1Aa39.pdf
829,L-34-1-A-a/40,40,HGN-1,L-34-1-A-a,Nitra,74 Q,Nesvady,,1312498.47,501505.65,109.81,110.36,43,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,89105,,,1295481600000,vrt pre technologic.vodu,1Aa40.pdf
857,L-34-1-A-b/29,29,S-1,L-34-1-A-b,"Nitra - Žitava
74
Nitra-Žitava",58 N,Bajč,,1312347,494187.59,113,115,216,10,"vrt s termálnou, minerálnou vodou (do 200 m) s artézskym prelivom",20854,,,83462400000,,1Ab29.pdf
862,L-34-1-A-b/34,34,S-2,L-34-1-A-b,Nitra-Žitava,74 Q,Imeľ,96/62,1312902,497057.31,111.5,112.1,30,12,zavlažovací vrt,10288,,,85622400000,,1Ab34.pdf
863,L-34-1-A-b/35,35,S-3,L-34-1-A-b,Nitra - Žitava,74 Q,Imeľ,96/62,1313209,497011,111.25,111.75,16,12,zavlažovací vrt,10288,,,85622400000,,1Ab35.pdf
864,L-34-1-A-b/36,36,S-4,L-34-1-A-b,Nitra-Žitava,74 Q,Imeľ,96/62,1313457,496997.81,111.35,111.85,16,12,zavlažovací vrt,10288,,,85622400000,,1Ab36.pdf
872,L-34-1-A-b/45,45,HV-1,L-34-1-A-b,Nitra,74 Q,Nesvady,44 421 875,1312442.18,499291.9,111.17,111.88,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,32236,,,166320000000,,1Ab45.pdf
890,L-34-1-A-b/63,63,HIN-1,L-34-1-A-b,Nitra,74 Q,Imeľ,34/80,1313147,499688.81,113,,100,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,50550,,,381715200000,,1Ab63.pdf
895,L-34-1-A-b/69,69,HGB-1,L-34-1-A-b,Nitra-Žitava,58 N,Bajč,,1312712,494169.59,121.5,,130,2,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou s artézskym prelivom,52888,,,409795200000,,1Ab69.pdf
898,L-34-1-A-b/72,72,HgN2,L-34-1-A-b,Nitra,74 Q,Nesvady,,1312701,498891.59,113,,36,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,54552,,,427680000000,,1Ab72.pdf
903,L-34-1-A-b/77,77,HgN4,L-34-1-A-b,Nitra,74 Q,Nesvady,48/83,1313021,499183.81,111.5,,31,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,56422,,,536716800000,,1Ab77.pdf
905,L-34-1-A-b/79,79,HgN5,L-34-1-A-b,Nitra,74 Q,Nesvady,,1312725,499936.19,111,,30.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,56536,,,468806400000,,1Ab79.pdf
930,L-34-1-A-b/104,104,HVB-1,L-34-1-A-b,Nitra-Žitava,58 N,Bajč,VZ Bratislava,1312380,493740.81,115,,50,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66978,,,611193600000,,1Ab104.pdf
931,L-34-1-A-b/105,105,vrt,L-34-1-A-b,Nitra,74 Q,Bajč,,1312240,494262.5,113,,192,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,67281,,,622684800000,,1Ab105.pdf
934,L-34-1-A-b/108,108,HVB-2,L-34-1-A-b,Nitra,58 N,Bajč-ESD,,1312666,494072.19,117,,114,0,,70983,,,663984000000,,1Ab108.pdf
959,L-34-1-A-c/1,1,studňa,L-34-1-A-c,Vážsky Dunaj,74 Q,Kolárovo,,1313132,509723.5,108.8,108.95,11,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,6624,,,84067200000,,1Ac1.pdf
969,L-34-1-A-c/11,11,HČ-1,L-34-1-A-c,Dunaj-Váh,74 Q,Kolárovo-Čergov,356/67,1315045,508314.91,113,113.5,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,19724,,,84240000000,,1Ac11.pdf
976,L-34-1-A-c/18,18,Hv-8513,L-34-1-A-c,Dunaj-Váh,74 Q,Kolárovo,540 000 015,1314143.86,508475.33,109.55,109.75,30,13,vrt pre vodné dielo,17625,,,85622400000,,1Ac18.pdf
978,L-34-1-A-c/20,20,1538,L-34-1-A-c,Dunaj-Vážsky Dunaj,74 Q,Kolárovo,571-240-1960,1312543,508593.19,109.6,,20,13,vrt pre vodné dielo,8683,,,106185600000,,1Ac20.pdf
986,L-34-1-A-c/28,28,HgK1,L-34-1-A-c,Dunaj,74 Q,Kolárovo,,1314363,509614.91,108.6,,130,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,52546,,,407548800000,,1Ac28.pdf
987,L-34-1-A-c/29,29,HKJ-3,L-34-1-A-c,Dunaj-Váh,74 Q,Kolárovo,,1314291,508971.91,108.8,,25,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53072,,,410659200000,,1Ac29.pdf
988,L-34-1-A-c/30,30,HgK-1,L-34-1-A-c,Vážsky Dunaj,74 Q,Kolárovo,,1312579,508905.81,109,,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,54991,,,427075200000,,1Ac30.pdf
989,L-34-1-A-c/31,31,HV-1,L-34-1-A-c,Vážský Dunaj,74 Q,Kolárovo,,1313364.27,508068.46,110.6,111.4,20,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",55137,,,430012800000,,1Ac31.pdf
990,L-34-1-A-c/32,32,Hv-2,L-34-1-A-c,Vážsky Dunaj,74 Q,Kolárovo,,1313329.22,508068.46,110.6,111.11,20,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",55137,,,430012800000,,1Ac32.pdf
102,L-33-11-B-d/4,4,HK-6,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311556.31,548926.26,117.93,119.13,30,4,monitorovací vrt,66307,,,,,11Bd4.pdf
103,L-33-11-B-d/5,5,HK-7,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311529.42,548815.49,117.26,118.5,30,4,monitorovací vrt,66307,,,,,11Bd5.pdf
104,L-33-11-B-d/6,6,HK-8,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311474.6,548634.62,117.67,118.8,30,4,monitorovací vrt,66307,,,,,11Bd6.pdf
105,L-33-11-B-d/7,7,HK-9,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311548.06,548897.92,117.86,118.91,30,4,monitorovací vrt,66307,,,,,11Bd7.pdf
117,L-33-11-B-d/8,8,HK-10,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311363.33,548736.3,117.98,119.23,30,4,monitorovací vrt,66307,,,,,11Bd8.pdf
118,L-33-11-B-d/9,9,HK-11,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1310941.07,548743.09,118.46,119.57,30,4,monitorovací vrt,66307,,,,,11Bd9.pdf
119,L-33-11-B-d/10,10,HK-12,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311047.2,548591.18,117.31,118.71,30,4,monitorovací vrt,66307,,,,,11Bd10.pdf
120,L-33-11-B-d/11,11,HK-13,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311114.54,548341.9,117.54,118.6,30,4,monitorovací vrt,66307,,,,,11Bd11.pdf
121,L-33-11-B-d/12,12,hk-14,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311364.8,548235.24,117.37,118.66,30,4,monitorovací vrt,66307,,,,,11Bd12.pdf
122,L-33-11-B-d/13,13,HK-15,L-33-11-B-d,Dunaj,52 Q,Kráľovské Lúky,,1311817.39,548365.06,117.7,118.96,30,4,monitorovací vrt,66307,,,,,11Bd13.pdf
123,L-33-11-B-d/14,14,HK-16,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311683.42,548581.1,118.06,119.24,30,4,monitorovací vrt,66307,,,,,11Bd14.pdf
124,L-33-11-B-d/15,15,HK-17,L-33-11-B-d,Dunaj,52 Q,Kráľovské lúky,,1311654.49,548579.94,117.71,119.13,30,4,monitorovací vrt,66307,,,,,11Bd15.pdf
125,L-33-11-B-d/16,16,K-1,L-33-11-B-d,Dunaj,52 Q,Lúky,IGHP Bratislava,1310676.14,548626.87,118.32,119.36,27,4,monitorovací vrt,67648,,,612748800000,,11Bd16.pdf
126,L-33-11-B-d/17,17,K-2,L-33-11-B-d,Dunaj,52 Q,Lúky,IGHP Bratislava,1310675.41,548616.34,118.37,119.31,27,4,monitorovací vrt,67648,,,612748800000,,11Bd17.pdf
127,L-33-11-B-d/18,18,K-3,L-33-11-B-d,Dunaj,52 Q,Lúky,IGHP Bratislava,1310669.88,548595.52,118.02,118.98,27,4,monitorovací vrt,67648,,,612748800000,,11Bd18.pdf
128,L-33-11-B-d/19,19,K-4,L-33-11-B-d,Dunaj,52 Q,Lúky,IGHP Bratislava,1310685.44,548548.9,117.97,118.79,27,4,monitorovací vrt,67648,,,612748800000,,11Bd19.pdf
129,L-33-11-B-d/20,20,K-5,L-33-11-B-d,Dunaj,52 Q,Lúky,IGHP Bratislava,1310655.19,548410.85,117.96,118.91,27,4,monitorovací vrt,67648,,,612748800000,,11Bd20.pdf
192,L-33-12-A-a/52,52,HV-4,L-33-12-A-a,Dunaj,52 Q,Vrakúň,,1308961,538208.69,114.5,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",63601,,,572572800000,,12Aa52.pdf
271,L-33-12-A-b/26,26,HGP-1,L-33-12-A-b,Dunaj,52 Q,Padáň,,1309326.37,533362.33,113.3,113.68,80,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",47925,,,354240000000,,12Ab26.pdf
274,L-33-12-A-b/29,29,S-2,L-33-12-A-b,Dunaj,52 Q,Hroboňovo,68/81,1309200,529510.13,112.5,,20.5,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53013,,,407548800000,,12Ab29.pdf
280,L-33-12-A-b/35,35,GPG-1,L-33-12-A-b,Dunaj,52 Q,Boheľov,VIKUV Budapešť,1309529.62,531668.85,111.76,111.81,2800,11,pozorovací vrt SHMÚ,64149,,,585360000000,,12Ab35.pdf
302,L-33-12-A-b/59,59,pozorovací vrt SHMÚ č. 635,L-33-12-A-b,Dunaj,52 Q,Horný Štál,,1310213.8,528966.46,112.37,113.24,7.6,11,pozorovací vrt SHMÚ,89950,,,1349395200000,,12Ab59.pdf
321,L-33-12-A-c/11,11,S-1,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,067-213-55,1311157,542056.31,115.33,115.63,83.8,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,1800,,,84412800000,,12Ac11.pdf
322,L-33-12-A-c/12,12,S-2,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,067-213-55,1311217,541978.63,115.36,115.91,81.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,1800,,,84412800000,,12Ac12.pdf
323,L-33-12-A-c/13,13,vŕtaná studňa,L-33-12-A-c,Dunaj,52 Q,Baka,3091,1310279,545664.31,116.65,117.35,26,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,10871,,,84499200000,,12Ac13.pdf
324,L-33-12-A-c/14,14,S1,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,H-6309,1312029,541944.88,114.95,115.45,20.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15559,,,84499200000,,12Ac14.pdf
330,L-33-12-A-c/20,20,HV-667,L-33-12-A-c,Dunaj,52 Q,Baka,1497,1309542,545012,116.763,117.818,8.5,11,pozorovací vrt SHMÚ,13360,,,78624000000,,12Ac20.pdf
331,L-33-12-A-c/21,21,HV-661,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,1497,1310950,540596.38,114.252,115.287,8.3,11,pozorovací vrt SHMÚ,13360,,,78537600000,,12Ac21.pdf
332,L-33-12-A-c/22,22,HŠB-1,L-33-12-A-c,Dunaj,52 Q,Baka,43 480 709,1312097.88,544665.35,115.65,116.01,58,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",30595,,,159062400000,,12Ac22.pdf
339,L-33-12-A-c/29,29,HG-2,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,88/76,1311287,542021,113.5,,85,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",39493,,,251337600000,,12Ac29.pdf
342,L-33-12-A-c/32,32,HGG-1,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,3078/77,1311630,541179.81,114.33,115.02,50,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,41318,,,282268800000,,12Ac32.pdf
345,L-33-12-A-c/35,35,HG-3,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1311916,540166.63,113,,80,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53074,,,410659200000,,12Ac35.pdf
359,L-33-12-A-c/49,49,MH-1,L-33-12-A-c,Dunaj,52 Q,Vrakúň - Malý Háj,"IGHP, záv. Bratislava",1310066.59,538665.27,113.92,114.1,80,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,68159,,,634521600000,,12Ac49.pdf
380,L-33-12-A-c/70,70,MP-8,L-33-12-A-c,Dunaj,52 Q,Baka,HYCO Bratislava,1310315.71,544509.21,116.01,116.71,8,4,monitorovací vrt,73299,,,682128000000,,12Ac70.pdf
381,L-33-12-A-c/71,71,MP-9,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,HYCO Bratislava,1310647.59,540468.07,113.95,114.7,8,4,monitorovací vrt,73299,,,682128000000,,12Ac71.pdf
428,L-33-12-A-c/131,131,P-1,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1309959.21,538933.28,113.13,113.62,10,4,monitorovací vrt,93548,,,1477008000000,,12Ac131.pdf
429,L-33-12-A-c/132,132,P-2,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1310153,539006.05,113.16,113.74,10,4,monitorovací vrt,93548,,,1477008000000,,12Ac132.pdf
430,L-33-12-A-c/133,133,P-3,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1310239.92,538923.59,113.3,113.88,10,4,monitorovací vrt,93548,,,1477008000000,,12Ac133.pdf
431,L-33-12-A-c/134,134,P-4,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1310297.38,538800.19,113.7,114.47,10,4,monitorovací vrt,93548,,,1477008000000,,12Ac134.pdf
432,L-33-12-A-c/135,135,P-5,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1310309.22,538683.74,113.17,113.83,10,4,monitorovací vrt,93548,,,1477267200000,,12Ac135.pdf
433,L-33-12-A-c/136,136,P-6,L-33-12-A-c,Dunaj,52 Q,Gabčíkovo,,1310246.4,538640.31,112.87,113.49,10,4,monitorovací vrt,93548,,,1477267200000,,12Ac136.pdf
437,L-33-12-A-d/4,4,HB-1,L-33-12-A-d,Dunaj,52 Q,Boheľov,25/64,1310675,532785,111.9,112.4,31,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,13094,,,81475200000,,12Ad4.pdf
441,L-33-12-A-d/8,8,S III/3,L-33-12-A-d,Dunaj,52 Q,Boheľov,0228-230/59,1310473,533045.81,111.527,112.172,152.7,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,4916,,,76032000000,,12Ad8.pdf
443,L-33-12-A-d/10,10,HP-6,L-33-12-A-d,Dunaj,52 Q,Čalovo,255/65,1310930,529875.63,111.25,111.75,68,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,17113,,,73008000000,,12Ad10.pdf
449,L-33-12-A-d/16,16,HV-1,L-33-12-A-d,Dunaj,52 Q,Hroboňovo - Boheľov,,1310722,532046.63,112.5,,25.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,28532,,,169257600000,,12Ad16.pdf
454,L-33-12-A-d/21,21,hg.vrt,L-33-12-A-d,Dunaj,52 Q,Hroboňovo,,1310753,532124.88,112.6,,71,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,47024,,,343612800000,,12Ad21.pdf
455,L-33-12-A-d/22,22,S-1,L-33-12-A-d,Dunaj,52 Q,Hroboňovo,68/81,1312282,529228.81,111.2,,12,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53013,,,407548800000,,12Ad22.pdf
466,L-33-12-A-d/33,33,pozorovací vrt SHMÚ č. 633,L-33-12-A-d,Dunaj,52 Q,Boheľov,,1310396.97,532896.74,112.22,112.99,8.6,11,pozorovací vrt SHMÚ,89950,,,1349395200000,,12Ad33.pdf
472,L-33-12-B-a/5,5,vŕtaná studňa,L-33-12-B-a,Dunaj,52 Q,Topoľníky - Malá Belá,503/61,1309385,525966.88,110,110.58,41,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9229,,,83462400000,,12Ba5.pdf
478,L-33-12-B-a/11,11,HGT-1,L-33-12-B-a,Dunaj,74 Q,Túzok - Okoč,,1310379.76,526066,110.8,111.53,70,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",45403,,,329270400000,,12Ba11.pdf
487,L-33-12-B-a/20,20,č.627,L-33-12-B-a,Dunaj,74 Q,Okoč - Putnica,,1309373.19,524144.62,111.71,,8,4,monitorovací vrt,82168,,,936576000000,,12Ba20.pdf
489,L-33-12-B-a/23,23,624,L-33-12-B-a,Dunaj,74 Q,Okoč,,1310375.82,525238.25,111.35,112.14,7.6,11,pozorovací vrt SHMÚ,89950,,,1349395200000,,12Ba23.pdf
535,L-33-12-B-c/9,9,O-2,L-33-12-B-c,Dunaj,52 Q,Okoč,65/64,1313328,525270.63,110.5,,32,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,14146,,,85968000000,,12Bc9.pdf
