objectid,evidencnecislovrtupomocne,evidencnecislovrtu,povodneevidencnecislo,mapa,povodie,hydrorajon,lokalita,prevadzajucaorganizacia,suradnicax,suradnicay,suradnicazteren,suradnicazpazenie,hlbkavrtu,typvrtu,typvrtupopis,archivnecislospravy,archivnecisloretazec,utajeniespravydo,spracovaldatum,poznamka,pdf
21393,M-34-134-D-b/78,78,IS-5,M-34-134-D-b,Ipeľ,94 VN,Tupá,,1297842.65,442671.59,123.8,124.44,10,4,monitorovací vrt,75660,,,698025600000,,134Db78.pdf
21394,M-34-134-D-b/79,79,I-7,M-34-134-D-b,Ipeľ,94 VN,Tupá,č.ú. 4107/90,1297264,442520.69,125.5,,10,4,monitorovací vrt,77324,,,714614400000,,134Db79.pdf
21784,M-34-135-C-a/8,8,HK-1,M-34-135-C-a,Ipeľ,95 NQ,Kleňany,,1296474,428903.31,260,,37,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",49485,,,374284800000,,135Ca8.pdf
21799,M-34-135-C-a/23,23,HG-2,M-34-135-C-a,Ipeľ,95 NQ,Vinica,,1296493.38,426665.37,224.28,224.84,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,81486,,,909446400000,,135Ca23.pdf
21800,M-34-135-C-a/24,24,HG-3,M-34-135-C-a,Ipeľ,95 NQ,Vinica,,1296198.95,427143.41,244.55,244.75,25,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,81486,,,909446400000,,135Ca24.pdf
21801,M-34-135-C-a/25,25,HG-17,M-34-135-C-a,Ipeľ,95 NQ,Vinica,,1295925.18,427305.68,267.46,267.68,51,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,81486,,,910828800000,,135Ca25.pdf
21808,M-34-135-C-b/6,6,LK-2,M-34-135-C-b,Ipeľ,95 NQ,Vinica,č.arch. 16/67,1296569,422259.31,198.35,198.95,60,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,17720,,,61776000000,,135Cb6.pdf
21809,M-34-135-C-b/7,7,LK-1,M-34-135-C-b,Ipeľ,95 NQ,Vinica-Leklinec,Č.arch. 36/67,1296585,422195.69,201.5,202.1,42,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,18004,,,61776000000,,135Cb7.pdf
21818,M-34-135-C-b/16,16,HIK-5,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296373.17,419380.8,170.49,171.07,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53168,,,412560000000,,135Cb16.pdf
21824,M-34-135-C-b/22,22,HGL-1,M-34-135-C-b,Ipeľ,95 NQ,Lekninec-Vinica,,1296647.72,422257.84,195.2,195.56,90,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,68345,,,633571200000,,135Cb22.pdf
21827,M-34-135-C-b/25,25,I-2,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296411.12,419365.63,170.71,171.57,100,4,monitorovací vrt,76541,,,699667200000,,135Cb25.pdf
21828,M-34-135-C-b/26,26,I-3,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296421.79,419363.11,170.65,171.62,85,4,monitorovací vrt,76541,,,699667200000,,135Cb26.pdf
21829,M-34-135-C-b/27,27,I-4,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296431.24,419360.88,170.73,171.43,25,4,monitorovací vrt,76541,,,699667200000,,135Cb27.pdf
21830,M-34-135-C-b/28,28,I-5,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296409.65,419353.11,170.59,171.28,40,4,monitorovací vrt,76541,,,699667200000,,135Cb28.pdf
21833,M-34-135-C-b/31,31,I-8,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1297819,418859.26,162.4,163.34,75,4,monitorovací vrt,76541,,,699667200000,,135Cb31.pdf
21834,M-34-135-C-b/32,32,I-9,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1297945.79,418769.42,162.35,162.94,100,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76541,,,699667200000,,135Cb32.pdf
21835,M-34-135-C-b/33,33,I-11,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296895.51,419070,165.89,166.41,89,4,monitorovací vrt,76541,,,699667200000,,135Cb33.pdf
21836,M-34-135-C-b/34,34,HIK-8,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296419.33,419350.5,170.63,171.21,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76541,,,699667200000,,135Cb34.pdf
21837,M-34-135-C-b/35,35,HIK-9,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1296452.22,419348.74,170.66,171.44,85,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76541,,,699494400000,,135Cb35.pdf
21838,M-34-135-C-b/36,36,HIK-10,M-34-135-C-b,Ipeľ,95 NQ,Trebušovce,,1297805.6,418852.12,162.27,163.18,70,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76541,,,699494400000,,135Cb36.pdf
21926,M-34-135-D-a/41,41,HZ-1,M-34-135-D-a,Ipeľ,95 NQ,Želovce,,1296657,408025.91,172.5,,120,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",52016,,,399686400000,,135Da41.pdf
21927,M-34-135-D-a/42,42,HZ-2,M-34-135-D-a,Ipeľ,95 NQ,Želovce,,1296528,408016.09,181.5,,50,15,negatívny vrt,52016,,,399686400000,,135Da42.pdf
21935,M-34-135-D-a/50,50,HO-2,M-34-135-D-a,Ipeľ,95 NQ,Opatovská Nová Ves,,1297908,413543.69,152.5,,109,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",54917,,,426384000000,,135Da50.pdf
21965,M-34-135-D-b/12,12,SH-2,M-34-135-D-b,Ipeľ,95 NQ,Zombor,236-H/1960,1296790,400522.19,205,,15,15,negatívny vrt,7256,,,65664000000,,135Db12.pdf
21966,M-34-135-D-b/13,13,SH-3,M-34-135-D-b,Ipeľ,95 NQ,Zombor,236-H/1960,1296729,400238.41,179,179.5,42,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,7256,,,65664000000,,135Db13.pdf
21971,M-34-135-D-b/19,19,Z-1,M-34-135-D-b,Ipeľ,95 NQ,Zombor,372/67,1296690,400130.41,177,177.5,12,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,19952,,,61948800000,,135Db19.pdf
21980,M-34-135-D-b/29,29,kopaná studňa,M-34-135-D-b,Ipeľ,95 NQ,Šošár,37/79,1296300,405226.31,175,,0,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",44738,,,318643200000,,135Db29.pdf
21993,M-34-135-D-b/42,42,HG VZ-1,M-34-135-D-b,Ipeľ,95 NQ,Zombor,,1296880,400544.91,215,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,58554,,,473385600000,,135Db42.pdf
21999,M-34-135-D-b/48,48,HVZ-1,M-34-135-D-b,Ipeľ,95 NQ,Zombor,,1296254.09,400595.98,187.45,188.17,60,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,74449,,,695347200000,,135Db48.pdf
21113,M-34-134-C-c/5,5,vrt,M-34-134-C-c,Hron-Bardoňovský potok,58 N,Farná,8368,1305426,470857,150.1,150.6,140,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,10247,,,116380800000,,134Cc5.pdf
21114,M-34-134-C-c/6,6,F 1,M-34-134-C-c,Hron-Bardoňovský potok,58 N,Farná,518,1305854,471054.41,162.5,,34,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,15171,,,116380800000,,134Cc6.pdf
21115,M-34-134-C-c/7,7,S-1,M-34-134-C-c,Hron-Bardoňovský potok,58 N,Farná JRD,204-3-16,1306218,471320.09,169,169.6,97.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9896,,,116380800000,,134Cc7.pdf
21116,M-34-134-C-c/8,8,FH-1,M-34-134-C-c,Hron-Bardoňovský potok,58 N,Farná,336/68,1305866,470928.59,152,,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,28452,,,116380800000,,134Cc8.pdf
21120,M-34-134-C-c/12,12,S1,M-34-134-C-c,Hron,59 QN,Nýrovce-SST Karolína,316-61,1304348,463653.41,142.9,143.4,75,12,zavlažovací vrt,9273,,,116380800000,,134Cc12.pdf
21121,M-34-134-C-c/13,13,S2,M-34-134-C-c,Hron,59 QN,Nýrovce-SST Karolína,,1304920,463553.81,142.5,,15,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9273,,,807235200000,,134Cc13.pdf
21122,M-34-134-C-c/14,14,S3,M-34-134-C-c,Hron-Maľanka,59 QN,Nýrovce-SST Karolína,316-61,1304177,462527.19,145,,15,15,negatívny vrt,9273,,,116380800000,,134Cc14.pdf
21125,M-34-134-C-c/17,17,HF-1,M-34-134-C-c,Hron,58 N,Farná,,1305224.63,471765.74,148.21,,25,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,61229,61229; 42161,,303091200000,,134Cc17.pdf
21126,M-34-134-C-c/18,18,HF-2,M-34-134-C-c,Hron,58 N,Farná,192/75,1305318.17,471710.41,148.37,,26,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,42161,,,303091200000,,134Cc18.pdf
21127,M-34-134-C-c/19,19,HGŽK-1,M-34-134-C-c,Hron,59 QN,Nýrovce-SST Karolína,60,1304207,462839.19,140.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,49359,,,370656000000,,134Cc19.pdf
21128,M-34-134-C-c/20,20,HNY-1,M-34-134-C-c,Hron,59 QN,Nýrovce,113/80,1304158,466522.31,153.5,,17,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",51350,,,393638400000,,134Cc20.pdf
21129,M-34-134-C-c/21,21,HVF-1,M-34-134-C-c,Hron,58 N,Farná,,1305647,470804.81,148.5,,23,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53116,,,411177600000,,134Cc21.pdf
21134,M-34-134-C-c/26,26,HNY-2,M-34-134-C-c,Hron,59 QN,Nýrovce,,1304496,466598.09,149.5,,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,55102,,,429840000000,,134Cc26.pdf
21135,M-34-134-C-c/27,27,HNY-3,M-34-134-C-c,Hron,59 QN,Nýrovce,,1304567,466662.5,150.5,,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,55102,,,429840000000,,134Cc27.pdf
21138,M-34-134-C-c/30,30,HFK-2,M-34-134-C-c,Hron,58 N,Farná,,1305582,471046.41,149,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,60201,,,493948800000,,134Cc30.pdf
21139,M-34-134-C-c/31,31,HFK-1,M-34-134-C-c,Hron,58 N,Farná,,1305418,471246.09,149,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,60437,,,499305600000,,134Cc31.pdf
21140,M-34-134-C-c/32,32,vrt,M-34-134-C-c,Hron,58 N,Farná,19/84,1305636,470901.81,149,,0,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,61909,,,530928000000,,134Cc32.pdf
21144,M-34-134-C-c/36,36,HNY-4,M-34-134-C-c,Hron,59 QN,Nýrovce,,1303897,466267.19,150.5,,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,73041,,,677116800000,,134Cc36.pdf
21188,M-34-134-C-d/43,43,HG-1,M-34-134-C-d,Hron,59 QN,Hronovce-Vozokany n/Hronom,,1305333,459838.31,133.5,,146.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,35256,,,206150400000,,134Cd43.pdf
21195,M-34-134-C-d/50,50,HH-1,M-34-134-C-d,Hron,59 QN,Hronovce,47/75,1304305.47,461366.04,133.37,134.111,10,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53054,,,407548800000,,134Cd50.pdf
21196,M-34-134-C-d/51,51,HH-2,M-34-134-C-d,Hron,59 QN,Hronovce,47/75,1304261.75,461288.61,133.08,133.696,10,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53054,,,407548800000,,134Cd51.pdf
21197,M-34-134-C-d/52,52,HH-3,M-34-134-C-d,Hron,59 QN,Hronovce,47/75,1305232.9,461300.33,132.56,132.975,8.5,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",53054,,,407548800000,,134Cd52.pdf
21200,M-34-134-C-d/55,55,HGZJ-1,M-34-134-C-d,Hron,60 Q,Želiezovce,č.ú.: 017/83,1304309,458493.59,129.8,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,57173,,,461462400000,,134Cd55.pdf
21202,M-34-134-C-d/57,57,HGH-1,M-34-134-C-d,Hron,59 QN,Želiezovce,IGHP záv.Bratislava,1304355.16,460216.42,135.95,136.57,12,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,64547,,,586396800000,,134Cd57.pdf
21208,M-34-134-C-d/63,63,HBH-1,M-34-134-C-d,Hron,60 Q,Želiezovce,,1304221,459250.91,129.5,,27,4,monitorovací vrt,79177,,,791596800000,,134Cd63.pdf
21406,M-34-134-D-c/1,1,V-817,M-34-134-D-c,Ipeľ-Jelšovka,91 Q,Ipeľský Sokolec,2279/67,1305420,448847.59,116.9,117.699,6.7,11,pozorovací vrt SHMÚ,18919,,,63504000000,,134Dc1.pdf
21407,M-34-134-D-c/2,2,RH-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,0144-240a/58-Sch,1305337,448832.91,118.8,119.3,10.4,13,vrt pre vodné dielo,3233,,,117676800000,,134Dc2.pdf
21413,M-34-134-D-c/8,8,HV-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,354/68,1305868,448968.59,117.6,,30,9,"vrt s termálnou, minerálnou vodou (do 200 m)",27630,,,117504000000,,134Dc8.pdf
21418,M-34-134-D-c/13,13,HV-7,M-34-134-D-c,Ipeľ,91 Q,Kubáňovo-Ipeľský Sokolec,42-580-621,1306031,448133.69,116.79,117.23,10,4,monitorovací vrt,20671,,,117676800000,,134Dc13.pdf
21419,M-34-134-D-c/14,14,HV-8,M-34-134-D-c,Ipeľ,91 Q,Kubáňovo-Ipeľský Sokolec,42-580-621,1306154,448338.41,116.98,117.53,10,4,monitorovací vrt,20671,,,117676800000,,134Dc14.pdf
21422,M-34-134-D-c/17,17,HV-11,M-34-134-D-c,Ipeľ,91 Q,Kubáňovo-Ipeľský Sokolec,42-580-621,1303922,448469.81,118.33,118.78,10,4,monitorovací vrt,20671,,,117676800000,,134Dc17.pdf
21427,M-34-134-D-c/22,22,999,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,7999,1306013,449471.69,119,119.2,20,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,9662,,,117504000000,,134Dc22.pdf
21432,M-34-134-D-c/27,27,HS-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,39/72,1306079,449360,120,120.5,34.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,29636,,,147225600000,,134Dc27.pdf
21433,M-34-134-D-c/28,28,HJS-2,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,14/74,1305939,449010.19,118.5,,35,9,"vrt s termálnou, minerálnou vodou (do 200 m)",36098,,,224208000000,,134Dc28.pdf
21436,M-34-134-D-c/31,31,HIS-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,12/75,1305232.37,448975.3,119.37,119.666,10,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",39250,,,248659200000,,134Dc31.pdf
21437,M-34-134-D-c/32,32,HIS-2,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,12/75,1305111.68,448922.56,120.9,121.459,12.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,39250,,,248659200000,,134Dc32.pdf
21438,M-34-134-D-c/33,33,999,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,12/75,1305170.2,448946.96,120.09,120.47,12.5,0,,39250,,,248659200000,,134Dc33.pdf
21445,M-34-134-D-c/40,40,HPS-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,75/83,1306074,448768.59,117.5,,0,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,60719,,,504921600000,,134Dc40.pdf
21447,M-34-134-D-c/42,42,HMŠ-1,M-34-134-D-c,Ipeľ,61 N,Ipeľský Sokolec,,1306219,450089.59,135,,150,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,74028,,,697075200000,,134Dc42.pdf
21448,M-34-134-D-c/43,43,HNS-1,M-34-134-D-c,Ipeľ,61 N,Ipeľský Sokolec,,1306203,449569.91,120.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,76195,,,698112000000,,134Dc43.pdf
21449,M-34-134-D-c/44,44,HG-1,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,,1305204.45,448716.3,117.5,117.9,12.1,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,93934,,,1495670400000,,134Dc44.pdf
21450,M-34-134-D-c/45,45,HG-2,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,,1304504.46,449070.46,128.9,129.4,12.4,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,93934,,,1495497600000,,134Dc45.pdf
21149,M-34-134-C-d/3,3,HV-567,M-34-134-C-d,Hron,59 QN,Domaša,1773,1306974,462451.81,137.84,138.04,9.6,11,pozorovací vrt SHMÚ,18325,,,112406400000,,134Cd3.pdf
21150,M-34-134-C-d/4,4,H-568,M-34-134-C-d,Hron,60 Q,Domaša,1200,1307021,460212.41,132.47,,11.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11430,,,114652800000,,134Cd4.pdf
21151,M-34-134-C-d/5,5,H-569,M-34-134-C-d,Hron,60 Q,Domaša,1200,1307102,458319.31,127.05,,10.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11430,,,114652800000,,134Cd5.pdf
21152,M-34-134-C-d/6,6,H-570,M-34-134-C-d,Hron-Sikelnica,60 Q,Šalov,1200,1307213,457281.5,126.74,,10.2,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11430,,,114652800000,,134Cd6.pdf
21176,M-34-134-C-d/30,30,999,M-34-134-C-d,Hron-Maľanka,59 QN,Domaša-JRD,41.61,1306402,460771.5,132.6,133.3,55,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66196,66196; 9271,,116985600000,A.č. 66196= pôv.číslo vrtu =jestvujúci zdroj,134Cd30.pdf
21181,M-34-134-C-d/35,35,HH-1,M-34-134-C-d,Hron,60 Q,"Hronovce (Vozokany n/Hronom, Domaša)",91/68,1307158,460053,125.1,125.6,7,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,20136,,,116985600000,,134Cd35.pdf
21182,M-34-134-C-d/36,36,HH-2,M-34-134-C-d,Hron,60 Q,Hronovce-Domaša,32/69,1307195,459978.31,125.4,127.1,7.6,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",21247,,,116985600000,,134Cd36.pdf
21191,M-34-134-C-d/46,46,HH-3,M-34-134-C-d,Hron,60 Q,Hronovce,40/77,1307239,460085.91,124.5,,6,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",42156,,,303004800000,,134Cd46.pdf
21193,M-34-134-C-d/48,48,HD-1,M-34-134-C-d,Hron,59 QN,Domaša,,1306467,460549.81,132.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,49138,,,370137600000,,134Cd48.pdf
21194,M-34-134-C-d/49,49,HGŠ-1,M-34-134-C-d,Hron,60 Q,Šalov,,1306507,456313.81,127,,50,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,49139,,,370224000000,,134Cd49.pdf
21203,M-34-134-C-d/58,58,HNH-1,M-34-134-C-d,Hron,59 QN,Hronovce-Čajakovo,JRD 1.máj H.Semerovce,1306341,460910.59,132.5,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66197,,,587952000000,,134Cd58.pdf
21408,M-34-134-D-c/3,3,RH-2,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,0144-240a/58-Sch,1306899,448613,117,117.5,10.3,13,vrt pre vodné dielo,3233,,,117676800000,,134Dc3.pdf
21415,M-34-134-D-c/10,10,HV-4,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,42-580-621,1306369,448222.19,116.41,116.92,10,4,monitorovací vrt,20671,,,117676800000,,134Dc10.pdf
21416,M-34-134-D-c/11,11,HV-5,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,42-580-621,1306332,448360.91,116.93,117.37,10,4,monitorovací vrt,20671,,,117676800000,,134Dc11.pdf
21417,M-34-134-D-c/12,12,HV-6,M-34-134-D-c,Ipeľ,91 Q,Kubáňovo a Ipeľský Sokolec,42-580-621,1306322,448491.41,116.8,117.3,10,4,monitorovací vrt,20671,,,117676800000,,134Dc12.pdf
21451,M-34-134-D-c/46,46,HG-3,M-34-134-D-c,Ipeľ,91 Q,Ipeľský Sokolec,,1306394.97,449335.86,119.5,120.06,11.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,93934,,,1495497600000,,134Dc46.pdf
21209,M-34-134-C-d/64,64,HGH-1,M-34-134-C-d,Hron,60 Q,Hronovce-Domaša,,1307080,459969.59,125.6,,87,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,79485,,,798768000000,,134Cd64.pdf
21109,M-34-134-C-c/1,1,HPN-808,M-34-134-C-c,Hron,59 QN,Maláš,1447,1301258,468818.31,151,151.8,10.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,14002,,,81734400000,,134Cc1.pdf
21110,M-34-134-C-c/2,2,HPN-809,M-34-134-C-c,Hron,59 QN,Maláš /dvor Peleš/,1447,1302694,470634.19,163.67,163.97,25.6,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,14002,,,81734400000,,134Cc2.pdf
21111,M-34-134-C-c/3,3,HV-572,M-34-134-C-c,Hron,59 QN,Nýrovce,1773,1303418,465714.81,153.22,153.63,14,11,pozorovací vrt SHMÚ,18325,,,112320000000,,134Cc3.pdf
21112,M-34-134-C-c/4,4,HVŽ-1,M-34-134-C-c,Hron,59 QN,Želiezovce ŠM-Veľ.Dvor,42-490-919,1302352,463708.5,141.2,141.52,107,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,23825,,,115776000000,,134Cc4.pdf
21117,M-34-134-C-c/9,9,VS-1,M-34-134-C-c,Hron-Maľanka,59 QN,ŠM-Želiezovce-Veľ.Dvor,02/0112-290,1302758,464190.31,141.33,141.63,7.3,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,20637,,,116380800000,,134Cc9.pdf
21118,M-34-134-C-c/10,10,VS-2,M-34-134-C-c,Hron-Maľanka,59 QN,Želiezovce ŠM-Veľ.Dvor,02-0112-290,1302676,464087.09,141.65,142.05,68.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,20637,,,116380800000,,134Cc10.pdf
21123,M-34-134-C-c/15,15,S-1,M-34-134-C-c,Hron-Maľanka,59 QN,Nýrovce-Veľký Dvor,316-61,1301081,464774.41,145,,43.5,15,negatívny vrt,9273,,,116380800000,,134Cc15.pdf
21124,M-34-134-C-c/16,16,S-1,M-34-134-C-c,Hron,59 QN,Farná-Pereš dvor,316-61,1302457,471279.5,166,166.6,80,12,zavlažovací vrt,9273,,,116380800000,,134Cc16.pdf
21130,M-34-134-C-c/22,22,HGV-1,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,,1302242,464480.19,143,,35,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53183,,,411955200000,,134Cc22.pdf
21131,M-34-134-C-c/23,23,HGJ-1,M-34-134-C-c,Hron,59 QN,Nýrovc-V.Dvor,,1301799,463025.19,143.5,,40,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53182,,,411955200000,,134Cc23.pdf
21132,M-34-134-C-c/24,24,HGZ-1,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,,1302265,463646.09,144,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53511,,,412819200000,,134Cc24.pdf
21133,M-34-134-C-c/25,25,HGZ-2,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,,1302359,463638.69,144,,30,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,53511,,,412819200000,,134Cc25.pdf
21136,M-34-134-C-c/28,28,HVD-1,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,,1302579,464381.09,144,,85,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,66697,66697; 36070,,429667200000,,134Cc28.pdf
21137,M-34-134-C-c/29,29,HV-1,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,,1301976,464549.5,142,,100,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,59974,,,489801600000,,134Cc29.pdf
21141,M-34-134-C-c/33,33,HVŠM-1,M-34-134-C-c,Hron,59 QN,Nýrovce-Albert,6/85,1301548,466602.5,153,,35,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,61915,,,531446400000,,134Cc33.pdf
21143,M-34-134-C-c/35,35,HV-2,M-34-134-C-c,Hron,59 QN,Nýrovce-V.Dvor,Vodné zdroje Bratislava,1302545,464576.5,145,,132.9,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,71006,,,666403200000,,134Cc35.pdf
21147,M-34-134-C-d/1,1,HŽ-1,M-34-134-C-d,Hron,59 QN,Želiezovce,34/70,1300871,460601.59,138,,12.5,3,"širokoprofilový vrt (Ø vŕtania nad 600 mm) s obyčajnou pitnou a úžitkovou vodou, kopaná studňa",22900,,,35769600000,,134Cd1.pdf
21148,M-34-134-C-d/2,2,HPN-807,M-34-134-C-d,Hron-Lužianka,59 QN,Želiezovce,1447,1301544,462162.31,143,,16.5,15,negatívny vrt,14002,,,81734400000,,134Cd2.pdf
21153,M-34-134-C-d/7,7,H-571,M-34-134-C-d,Hron-Vrbovce,59 QN,Želiezovce-Blatnica,1200,1301592,462019.41,141.75,,9.5,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11430,,,114652800000,,134Cd7.pdf
21154,M-34-134-C-d/8,8,H-573,M-34-134-C-d,Hron,60 Q,Želiezovce,1200,1300588,458421.91,134.43,,11,1,úzkoprofilový vrt s obyčajnou pitnou a úžitkovou vodou,11430,,,114652800000,,134Cd8.pdf
